Tue Oct 04 11:04:00 2016

Number of Points = 2691
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
5.703128	22.151589	2.466202	-0.005030	0.573642
5.654177	22.374250	2.471206	-0.005021	0.574191
5.695663	22.569981	2.476211	-0.005031	0.574766
5.645940	22.769624	2.481216	-0.005022	0.575251
5.729796	22.958408	2.486221	-0.005040	0.575854
5.657354	23.183452	2.491226	-0.005026	0.576381
5.622574	23.380226	2.496230	-0.005020	0.576873
5.776818	23.530914	2.501235	-0.005053	0.577449
5.660913	23.792894	2.506240	-0.005030	0.578026
5.679631	23.969701	2.511245	-0.005035	0.578522
5.729162	24.167218	2.516250	-0.005046	0.579107
5.729266	24.373921	2.521254	-0.005047	0.579662
5.812013	24.556669	2.526259	-0.005066	0.580242
5.839714	24.756060	2.531264	-0.005073	0.580806
5.904977	24.959093	2.536269	-0.005087	0.581420
5.785643	25.193419	2.541274	-0.005063	0.581916
5.943595	25.349604	2.546278	-0.005097	0.582505
5.946380	25.561220	2.551283	-0.005099	0.583073
5.908935	25.778220	2.556288	-0.005092	0.583610
5.964065	25.967146	2.561293	-0.005105	0.584173
5.887578	26.197626	2.566298	-0.005090	0.584703
5.894097	26.371667	2.571302	-0.005092	0.585173
5.952253	26.564126	2.576307	-0.005105	0.585747
6.038329	26.752995	2.581312	-0.005125	0.586341
5.875825	27.014148	2.586317	-0.005091	0.586856
5.973096	27.161522	2.591322	-0.005113	0.587353
6.028153	27.359701	2.596326	-0.005125	0.587936
6.084725	27.565282	2.601331	-0.005138	0.588540
6.016104	27.789396	2.606336	-0.005125	0.589058
6.008824	27.983286	2.611341	-0.005124	0.589561
6.069822	28.179331	2.616346	-0.005138	0.590143
6.174615	28.342409	2.621350	-0.005161	0.590686
6.007874	28.601280	2.626355	-0.005127	0.591187
5.965478	28.806643	2.631360	-0.005119	0.591682
6.117954	28.948924	2.636365	-0.005153	0.592219
6.019174	29.201053	2.641370	-0.005133	0.592774
6.129303	29.342771	2.646374	-0.005157	0.593265
6.150541	29.579041	2.651379	-0.005162	0.593905
6.158224	29.776552	2.656384	-0.005165	0.594430
6.248378	29.964982	2.661389	-0.005185	0.595019
6.284074	30.174428	2.666394	-0.005194	0.595603
6.094185	30.427489	2.671398	-0.005155	0.596061
6.141050	30.567335	2.676403	-0.005166	0.596477
6.192548	30.781134	2.681408	-0.005177	0.597088
6.163917	30.994519	2.686413	-0.005172	0.597613
6.209116	31.170223	2.691418	-0.005183	0.598118
6.150381	31.393167	2.696422	-0.005172	0.598634
6.177103	31.573239	2.701427	-0.005178	0.599131
6.107076	31.788521	2.706432	-0.005165	0.599615
6.191770	31.986437	2.711437	-0.005183	0.600217
6.201136	32.187132	2.716442	-0.005186	0.600746
6.162853	32.386152	2.721446	-0.005179	0.601221
6.181004	32.579613	2.726451	-0.005184	0.601740
6.195771	32.778741	2.731456	-0.005188	0.602270
6.238879	32.980557	2.736461	-0.005198	0.602836
6.414972	33.146940	2.741466	-0.005237	0.603449
6.376827	33.383872	2.746470	-0.005230	0.604019
6.373410	33.587527	2.751475	-0.005230	0.604539
6.384900	33.782261	2.756480	-0.005233	0.605052
6.426149	33.984942	2.761485	-0.005243	0.605615
6.380297	34.201928	2.766490	-0.005234	0.606124
6.412151	34.379915	2.771494	-0.005242	0.606614
6.450808	34.577660	2.776499	-0.005251	0.607161
6.428082	34.792243	2.781504	-0.005248	0.607686
6.406125	35.004670	2.786509	-0.005244	0.608206
6.439672	35.176257	2.791514	-0.005252	0.608680
6.471057	35.381668	2.796518	-0.005260	0.609237
6.597582	35.570471	2.801523	-0.005287	0.609849
6.510256	35.797629	2.806528	-0.005270	0.610337
6.509083	35.988507	2.811533	-0.005271	0.610822
